846.000,740.000,69.000,44.000
830.224,737.948,76.508,46.034
820.380,737.788,79.539,48.120
810.943,737.223,80.920,49.066
803.214,736.198,82.490,50.076
794.051,737.664,82.611,50.235
784.442,738.949,82.776,50.252
775.989,738.166,82.351,50.062
767.439,737.513,82.410,50.049
758.084,738.084,82.502,50.064
750.693,737.848,83.209,50.524
741.625,737.994,82.929,50.450
733.124,739.550,82.794,50.319
724.090,741.807,83.121,50.451
715.797,744.104,81.975,49.084
583.019,781.506,112.720,68.190
555.608,775.812,130.102,76.038
543.700,783.626,140.602,81.370
557.653,771.292,141.910,84.369
558.931,780.456,139.765,85.625
559.547,776.549,142.016,86.742
559.340,774.213,144.787,87.951
559.672,776.136,144.927,88.474
558.512,776.293,146.506,89.500
551.373,779.405,149.288,88.346
550.890,771.312,146.101,89.102
553.762,782.292,140.962,86.294
559.679,772.703,147.146,87.785
556.772,774.398,146.091,88.807
560.360,776.565,145.007,88.506
553.868,773.104,150.523,91.689
559.086,774.795,149.136,90.739
557.644,776.268,147.653,90.160
555.117,776.061,147.773,90.194
548.317,782.363,149.675,87.750
559.242,770.408,143.453,85.417
551.944,779.233,143.562,87.287
560.952,774.023,147.952,88.977
558.280,776.581,146.348,89.267
556.511,771.485,149.916,91.270
553.069,778.561,142.822,83.435
561.016,774.821,143.149,84.625
557.302,773.537,142.440,86.376
558.764,775.330,143.287,87.411
556.000,773.582,147.842,89.912
556.783,777.099,146.602,89.620
557.000,773.574,147.991,90.201
558.423,777.116,146.670,89.517
555.171,774.070,149.631,90.950
557.659,777.692,147.894,90.206
554.208,775.973,148.004,90.309
555.764,774.373,148.802,90.697
555.237,774.880,148.182,90.344
553.874,770.642,151.741,92.281
553.599,774.588,149.352,91.373
554.635,774.955,149.631,91.172
555.608,777.389,148.739,90.681
555.161,774.741,150.012,91.483
555.589,774.895,151.148,92.112
558.010,766.700,159.636,97.053
572.395,755.984,171.469,104.249
590.006,744.900,189.364,114.225
590.427,732.440,213.199,127.729
574.614,707.860,271.905,159.696
590.225,686.866,334.161,196.413
572.582,681.904,353.097,209.750
579.317,684.606,354.275,211.829
575.070,677.072,350.834,210.596
576.032,680.211,364.190,217.959
525.358,667.723,370.878,220.374
511.975,673.325,370.392,222.165
494.580,670.832,366.936,219.777
516.071,670.033,364.880,219.576
488.406,667.460,363.493,218.274
490.734,676.593,366.764,220.440
506.742,671.428,349.593,211.088
491.755,682.404,347.292,208.737
528.265,688.489,340.450,205.095
497.214,682.871,337.867,202.346
501.351,683.477,333.065,201.116
484.690,682.150,329.932,198.493
515.276,699.066,306.472,181.771
848.033,630.630,231.714,138.765
1050.673,689.660,229.263,134.173
1066.120,693.048,228.307,133.752
1066.736,723.797,219.467,132.213
1076.354,722.398,218.692,131.120
1068.789,722.317,222.989,136.095
1072.068,727.343,220.956,134.189
