121	293	8	7
116	292	11	10
113	293	11	10
111	293	11	10
109	293	11	10
105	293	11	10
103	294	11	10
100	294	11	10
98	294	11	10
95	294	11	10
91	294	12	10
88	295	12	11
93	294	12	10
104	294	11	10
113	293	11	10
123	293	11	10
134	293	11	10
142	292	12	10
151	293	12	11
161	292	12	10
171	291	12	11
180	291	12	10
190	291	12	10
199	291	12	10
209	291	12	11
219	292	12	10
230	293	12	11
239	294	13	11
247	293	13	11
258	293	13	11
266	294	12	11
277	295	12	11
286	293	12	10
296	295	12	11
305	294	12	10
315	294	12	10
325	295	12	11
334	295	13	11
343	294	12	11
352	294	13	11
363	294	13	12
368	294	13	11
363	294	13	11
360	294	12	11
359	293	12	11
356	292	12	11
352	293	12	11
351	293	12	10
347	292	12	11
346	292	12	11
341	293	12	11
339	294	12	11
336	293	12	11
334	293	12	10
331	294	11	10
328	295	12	10
328	296	11	10
338	296	12	10
348	296	12	11
356	297	12	11
367	298	13	11
376	299	13	11
385	297	12	11
394	298	12	11
404	299	13	11
414	299	13	11
423	298	13	11
432	299	14	12
442	298	14	12
453	298	13	11
461	298	13	11
472	297	13	11
480	298	13	11
490	297	14	12
491	297	13	12
486	297	13	11
485	298	13	11
480	298	12	11
478	297	12	10
475	297	11	10
473	298	11	10
471	299	11	10
469	299	11	10
465	299	11	10
462	299	11	10
459	300	11	10
456	301	11	10
454	301	11	10
452	302	11	10
449	302	11	10
446	302	11	10
443	302	11	10
440	302	11	10
436	302	11	10
434	300	11	10
431	294	11	10
429	289	11	10
425	283	11	10
421	275	12	10
418	268	12	10
417	263	12	11
413	255	13	11
410	249	13	11
408	243	12	11
404	238	12	10
402	232	12	10
398	225	12	11
394	219	13	11
393	213	13	11
389	207	13	11
386	202	13	11
382	198	12	11
380	199	13	11
376	201	13	11
375	200	12	11
372	200	12	10
370	202	12	10
366	201	12	11
363	202	13	11
361	202	12	11
358	202	12	11
355	202	12	11
352	202	12	11
350	203	12	11
346	203	12	11
344	203	12	11
341	202	12	11
337	202	12	10
334	203	12	11
332	202	12	11
329	202	12	11
327	202	12	11
324	202	12	11
322	202	13	11
330	203	13	11
339	203	13	11
349	201	13	11
357	201	14	12
367	202	14	12
377	202	15	13
386	203	14	12
396	203	14	12
406	204	14	12
414	204	14	12
424	203	14	12
434	204	14	12
444	204	13	12
453	204	13	11
460	204	13	11
455	204	12	11
452	204	12	11
450	205	12	11
447	205	12	11
445	204	12	11
441	203	12	11
440	204	13	11
438	203	13	11
433	204	13	11
430	204	12	11
428	203	12	10
425	203	12	11
421	204	12	11
419	204	13	11
416	203	13	11
414	204	12	11
410	204	13	11
408	204	12	11
405	204	12	11
401	204	12	10
398	205	12	11
395	205	12	11
392	205	13	11
389	205	13	11
385	206	13	11
384	206	12	11
382	206	12	11
377	206	13	11
375	205	12	11
371	206	13	11
370	206	13	11
366	205	13	11
363	206	13	11
360	206	13	11
357	206	13	11
355	206	12	11
352	205	12	10
349	205	12	11
345	206	13	11
341	206	13	11
340	205	13	11
336	206	12	11
335	206	12	11
330	206	12	11
327	206	12	11
325	206	12	11
323	208	12	11
319	206	12	10
315	207	11	10
312	208	11	10
309	208	11	10
307	207	11	10
305	208	12	10
301	208	12	11
296	207	13	11
294	208	12	11
292	208	13	11
288	207	13	11
286	208	13	11
282	208	13	11
278	208	13	11
277	206	13	11
273	206	13	11
271	206	13	11
269	206	12	11
264	207	12	11
262	207	12	11
258	207	12	11
255	207	12	10
252	206	12	11
250	208	12	10
247	207	12	11
243	206	12	11
239	207	12	11
235	208	13	11
233	208	12	11
232	208	12	10
228	208	12	10
224	209	12	10
221	210	12	11
218	209	12	11
214	209	13	11
213	210	13	11
208	210	12	11
206	209	12	11
203	209	13	11
201	210	12	11
198	209	12	11
195	208	13	11
190	208	12	11
187	208	12	11
186	209	12	11
182	208	12	10
182	208	12	10
193	208	12	11
200	207	13	11
210	207	13	11
219	207	13	12
229	207	14	12
236	207	14	12
247	207	15	13
256	207	15	13
265	208	15	13
275	208	15	13
283	208	15	13
293	208	14	12
302	209	14	12
311	210	14	12
321	208	15	13
331	209	14	12
339	210	14	12
349	208	15	13
359	208	14	12
368	209	14	12
376	208	15	13
386	208	15	13
397	208	15	13
404	209	14	12
415	206	15	13
424	207	14	12
433	206	14	12
443	207	14	12
452	207	14	12
460	206	15	13
469	206	15	13
479	207	15	13
490	207	14	12
493	206	14	12
488	207	13	12
485	208	13	11
483	208	13	12
480	208	13	11
477	209	12	11
474	210	12	11
473	209	12	11
468	210	13	11
467	210	12	11
464	210	12	11
461	211	12	11
457	211	12	11
454	211	12	10
450	211	12	11
447	211	12	11
445	211	13	11
442	210	13	11
438	211	13	11
436	211	13	11
433	211	12	11
428	209	13	11
426	209	13	11
423	210	13	11
420	210	13	11
416	211	13	12
413	211	14	12
411	210	13	12
408	211	13	11
405	212	13	11
402	212	13	11
399	212	12	11
396	212	13	11
391	213	13	11
389	213	13	11
387	213	12	11
384	214	12	11
380	214	13	11
375	214	13	11
374	213	13	11
371	213	13	11
368	213	13	11
363	213	13	11
361	213	13	11
358	214	13	11
355	214	13	11
351	212	13	11
349	212	13	11
343	212	13	11
341	212	12	11
338	213	12	11
335	213	13	11
333	212	13	11
330	213	12	11
326	213	12	11
322	212	12	11
319	212	13	11
316	213	13	11
315	214	13	11
310	214	13	11
307	214	12	11
304	214	13	11
300	214	12	11
296	215	13	11
295	215	12	11
290	216	13	11
288	215	12	11
285	215	12	11
281	216	12	10
279	215	12	10
275	216	12	11
270	214	12	11
268	215	13	11
265	215	13	11
261	214	13	11
259	215	12	11
255	214	12	11
252	213	13	11
248	214	13	11
245	214	13	12
241	213	13	11
238	214	13	12
236	213	13	12
232	213	13	11
229	213	13	11
225	213	13	11
223	213	12	11
218	214	13	11
216	213	13	11
212	214	14	12
208	213	13	11
206	214	13	11
202	214	13	11
200	214	13	11
197	214	13	11
191	214	13	11
188	214	13	11
186	213	13	11
182	213	13	11
179	213	13	11
175	212	13	12
172	212	13	12
168	212	14	12
165	212	14	12
162	212	14	12
159	213	15	13
156	213	14	12
152	211	14	12
148	212	14	12
146	213	14	12
143	212	13	12
140	213	13	11
136	214	13	11
134	214	13	11
130	214	13	11
126	215	13	11
123	215	13	12
119	214	13	11
117	215	13	12
114	215	13	11
111	215	13	12
107	215	13	11
103	216	13	11
106	216	12	11
117	214	12	10
124	215	12	11
134	215	13	11
143	213	13	11
151	213	13	12
161	212	14	12
170	212	14	12
178	213	15	13
186	210	16	14
195	210	16	14
204	212	16	14
213	211	16	14
222	209	16	14
231	210	16	14
240	210	16	14
250	211	16	14
258	209	16	14
266	210	17	15
276	210	18	15
285	209	17	15
295	210	17	15
303	211	16	14
312	209	16	14
321	210	16	14
329	211	16	14
339	210	16	14
347	211	16	14
357	211	16	14
