210	335	11	8
204	334	13	10
200	335	13	10
194	336	13	10
190	335	13	10
186	336	13	10
182	337	13	10
176	336	13	10
172	337	13	10
172	338	13	10
183	337	14	10
190	337	14	10
198	338	13	10
206	338	13	10
214	337	13	10
222	337	14	10
229	336	13	10
237	336	14	10
246	337	14	10
253	337	14	10
262	335	14	10
270	336	14	10
276	334	14	10
285	334	15	11
293	335	15	11
300	334	16	11
308	334	16	11
317	334	15	11
325	333	15	11
334	334	14	10
342	335	14	10
345	335	14	10
338	336	15	11
334	335	15	11
330	335	15	11
328	335	14	10
323	337	14	10
319	337	13	10
315	336	13	10
311	336	13	10
308	337	13	10
304	337	13	10
300	337	13	10
296	338	13	10
291	337	13	10
287	336	13	10
284	336	13	10
281	336	13	10
276	336	13	10
271	335	13	10
267	335	13	10
264	334	13	10
261	335	13	10
257	336	13	10
253	335	13	10
249	334	13	10
245	335	13	10
241	336	13	10
237	336	13	10
232	336	13	10
229	335	14	10
225	336	13	10
221	337	13	10
216	337	14	10
214	338	13	10
210	338	13	10
205	337	13	10
201	337	13	10
198	337	13	10
194	337	13	10
190	337	14	10
187	338	14	10
182	337	13	10
178	337	13	10
176	336	13	10
172	336	14	10
168	336	14	10
165	336	13	10
160	336	14	10
157	336	13	10
154	335	13	10
150	335	13	10
145	334	14	10
142	335	13	10
139	336	13	10
135	335	13	10
131	335	13	10
133	336	13	10
144	336	14	10
152	336	14	10
160	335	13	10
168	335	14	10
178	335	14	10
187	335	14	10
195	335	14	10
203	335	14	10
212	336	14	10
222	336	14	10
231	335	15	11
240	336	14	10
249	335	14	10
257	334	14	10
266	333	14	10
274	334	14	10
285	333	13	10
293	333	14	10
301	333	14	10
310	332	14	10
319	332	14	10
327	332	13	10
336	331	14	10
345	331	14	10
354	331	14	10
364	331	14	10
373	331	14	10
381	331	14	10
390	331	14	10
399	332	14	10
409	333	14	10
417	332	15	11
426	332	15	11
435	333	15	11
444	333	15	11
454	333	14	10
462	333	14	10
471	333	14	10
480	333	14	10
489	332	15	11
496	332	15	11
505	332	15	11
511	331	15	11
504	330	14	10
502	331	14	10
500	330	13	10
497	331	13	10
492	330	13	10
489	329	13	10
487	329	13	10
484	329	13	10
479	329	13	10
475	329	13	10
472	329	13	10
470	329	13	10
467	330	13	10
475	331	14	10
484	330	14	10
493	330	14	10
502	330	14	10
510	330	14	10
519	331	14	10
528	332	14	10
536	332	14	10
545	331	14	10
555	331	14	10
564	331	15	11
570	330	14	10
565	330	14	10
561	330	14	10
559	331	13	10
556	330	13	10
553	329	13	10
550	329	13	10
546	329	13	10
543	330	13	10
540	330	14	10
537	330	13	10
533	329	13	10
530	329	13	10
526	330	13	10
524	327	13	10
520	319	14	10
516	314	14	10
512	308	14	10
510	302	14	10
505	296	15	11
502	290	15	11
498	286	15	11
496	279	14	10
491	273	15	11
489	267	15	11
486	262	15	11
482	254	14	10
478	249	15	11
475	243	15	11
472	237	15	11
468	231	15	11
464	231	15	11
461	231	14	10
457	230	14	10
455	231	14	10
452	230	13	10
447	231	14	10
445	230	14	10
441	229	14	10
438	229	13	10
435	229	14	10
432	229	13	10
428	229	14	10
436	230	14	10
445	230	15	11
453	231	14	10
463	229	15	11
473	231	14	10
481	231	14	10
490	231	14	10
498	230	15	11
507	230	15	11
515	231	15	11
525	231	15	11
534	230	15	11
543	231	14	10
553	230	15	11
560	229	15	11
569	230	15	11
577	229	15	11
576	228	15	11
570	229	14	10
567	228	15	11
563	227	15	11
560	228	14	10
559	227	14	10
555	227	14	10
550	227	14	10
548	226	15	11
545	227	14	10
