235.92	267.92	21.16	15.19
235.82	267.82	20.36	11.9
234.41	266.41	22.19	12.79
234.96	268.96	21.07	15.02
234.78	267.78	21.44	12.28
235.49	268.49	20.02	13.98
234.78	267.78	22.44	15.79
234.12	267.12	23.76	13.6
234.97	268.97	21.05	15.44
236.38	269.38	20.24	15.69
235.11	267.11	23.77	16.17
234.06	268.06	22.88	15.3
235.2	268.2	22.6	17.2
234.88	268.88	21.23	13.34
234.26	268.26	23.48	13.62
233.95	267.95	21.09	11.86
233.78	268.78	21.43	15.41
235.71	270.71	19.59	15.89
234.22	269.22	22.56	13.59
233.76	268.76	19.48	12.06
233.77	269.77	19.45	15.95
233.88	269.88	20.25	11.79
231.06	268.06	24.89	15.11
231.99	267.99	23.01	15.96
231.19	268.19	23.62	15.19
232.22	268.22	22.57	13.02
232.48	269.48	21.03	14.82
231.35	268.35	22.3	13.47
232.27	268.27	22.46	12.72
232.67	270.67	18.67	13.86
233.15	271.15	19.7	14.85
230.95	269.95	21.11	11.82
233.45	271.45	19.1	13.6
234.11	271.11	16.78	12.2
232.44	271.44	21.12	12.51
230.94	268.94	21.12	12.3
231.5	271.5	21.01	12.09
230.98	271.98	20.04	11.87
231.21	272.21	19.58	14.02
229.27	271.27	20.46	11.25
231.72	272.72	17.55	13.68
229.92	270.92	19.15	10.81
231.97	272.97	18.06	12.14
231.06	270.06	20.88	12.85
242.06	271.06	20.88	14.67
262.89	271.89	20.21	14.6
277.9	271.9	19.2	14.83
276.04	271.04	23.91	12.92
266.98	270.98	21.04	13.94
259.78	270.78	21.44	17.0
262.09	270.09	24.83	17.08
269.71	270.71	24.59	18.09
274.03	271.03	20.93	15.57
269.52	270.52	22.95	17.38
264.36	269.36	25.29	13.79
267.47	272.47	22.07	13.87
269.92	271.92	22.17	13.29
270.54	271.54	21.92	12.88
270.03	271.03	23.93	14.71
268.4	271.4	23.19	12.38
278.94	272.94	21.12	13.71
297.91	269.91	26.19	14.01
317.59	271.59	23.82	17.32
334.15	270.15	25.7	17.39
352.54	270.54	25.91	16.99
367.71	268.71	27.59	15.86
367.34	269.34	25.31	18.15
362.72	269.72	23.56	16.59
367.11	271.11	21.78	15.96
