394.05	325.05	14.9	7.58
398.47	324.47	17.06	8.96
406.37	324.37	15.26	11.6
411.5	324.5	17.01	8.36
417.94	324.94	16.12	8.3
423.12	325.12	17.77	8.51
430.15	326.15	17.7	10.52
435.09	326.09	17.82	11.6
443.28	327.28	15.45	8.78
449.89	327.89	14.22	9.79
455.86	326.86	14.28	9.02
462.7	327.7	14.61	11.92
462.7	327.7	16.6	11.24
459.76	326.76	16.48	11.86
458.5	326.5	16.99	8.7
459.29	326.29	17.42	11.62
459.37	326.37	17.26	11.83
458.23	327.23	17.54	10.99
459.0	328.0	16.0	9.52
459.61	327.61	16.79	10.03
458.79	328.79	14.42	10.49
459.2	328.2	15.61	7.81
458.52	327.52	16.95	10.2
459.03	328.03	15.95	10.18
457.91	326.91	18.17	9.58
458.56	328.56	14.88	9.57
456.9	326.9	18.21	8.0
458.43	328.43	15.13	11.29
458.94	328.94	14.13	11.68
459.32	327.32	15.36	9.85
459.58	327.58	14.83	9.72
458.5	326.5	17.0	9.86
459.92	327.92	14.15	11.05
459.44	327.44	15.11	11.36
459.23	327.23	15.55	8.57
459.34	328.34	15.31	9.95
456.59	327.59	16.82	10.37
458.4	327.4	17.2	11.54
457.52	328.52	14.96	12.04
458.26	327.26	17.48	11.36
459.05	329.05	13.9	9.01
457.27	327.27	15.46	10.82
456.83	326.83	16.34	9.61
456.4	326.4	17.2	11.09
458.1	329.1	13.81	10.34
458.08	330.08	13.84	8.78
458.99	329.99	14.02	9.72
459.6	328.6	14.81	11.78
459.89	329.89	14.22	10.94
459.09	330.09	15.83	8.27
458.42	328.42	17.16	11.29
459.21	328.21	15.58	9.62
458.93	328.93	14.14	12.04
456.19	327.19	17.62	10.21
456.85	327.85	16.31	10.7
456.62	328.62	16.75	10.27
456.04	329.04	17.92	11.09
457.79	330.79	14.43	9.43
456.43	328.43	17.14	10.74
457.33	328.33	15.34	9.79
458.21	329.21	15.58	10.93
457.4	329.4	17.2	11.01
457.3	329.3	17.41	9.27
457.5	329.5	15.0	8.89
456.42	328.42	17.15	10.84
457.83	329.83	14.33	9.17
457.56	329.56	14.89	11.35
457.9	329.9	14.2	8.64
456.68	329.68	14.65	7.8
454.25	327.25	17.49	10.57
455.95	329.95	14.1	10.74
455.2	330.2	15.61	10.08
455.92	330.92	14.15	8.46
454.57	329.57	14.85	8.28
454.32	330.32	15.35	10.9
452.85	330.85	14.29	11.92
450.06	328.06	17.88	8.39
450.82	328.82	16.36	9.05
451.08	329.08	15.85	10.51
447.89	327.89	18.23	8.16
448.12	329.12	15.76	11.87
447.83	329.83	14.35	10.71
446.36	329.36	15.28	9.91
444.98	328.98	18.05	10.59
445.87	330.87	14.26	10.83
443.09	329.09	15.83	11.97
442.55	330.55	14.91	11.42
443.18	331.18	15.63	7.92
447.25	330.25	17.49	12.06
453.56	330.56	16.89	9.35
457.87	330.87	16.27	8.64
463.38	331.38	15.24	11.89
468.01	330.01	17.99	8.09
471.9	328.9	18.19	11.28
477.14	331.14	15.73	10.64
479.98	329.98	18.05	10.37
486.78	330.78	14.44	9.52
489.99	329.99	16.02	9.31
494.71	331.71	14.58	9.8
500.05	331.05	13.89	8.02
502.48	329.48	17.04	8.13
506.86	330.86	14.28	9.78
511.37	331.37	15.26	7.85
515.08	330.08	17.84	8.05
