815.000,600.000,202.000,45.000
818.733,593.185,200.077,59.634
826.040,592.601,202.536,60.716
830.141,594.329,203.013,60.873
833.675,594.903,203.417,61.273
842.890,593.602,202.726,60.912
847.906,593.121,202.594,60.893
852.695,592.800,202.039,60.729
860.751,592.972,201.256,60.546
853.603,594.581,207.175,62.242
840.492,594.542,203.933,61.845
818.690,595.306,208.872,62.777
796.036,597.154,204.097,61.673
804.970,595.215,203.706,61.099
813.644,595.695,202.286,60.686
820.861,590.579,217.563,64.662
831.368,596.938,214.706,64.319
835.615,598.455,210.754,63.261
847.684,596.100,211.404,63.331
851.223,597.216,211.632,63.272
858.757,596.976,219.219,65.491
860.599,599.036,224.626,67.089
869.799,601.675,219.643,65.812
879.719,602.305,210.926,63.460
890.037,605.701,199.936,60.141
898.276,603.085,201.327,60.452
899.398,600.941,206.543,61.913
905.771,602.087,206.782,62.276
911.807,600.444,217.685,65.201
916.092,603.617,212.394,64.193
922.257,601.519,217.754,65.320
934.168,603.751,214.814,64.697
938.800,607.321,211.447,63.703
944.445,602.856,217.498,65.357
946.947,605.970,218.382,65.802
957.823,607.280,220.538,66.354
960.748,607.038,221.028,66.575
974.700,609.647,217.675,65.727
977.610,610.265,214.655,64.750
984.448,611.860,217.192,65.232
987.775,613.400,217.722,65.532
990.998,610.423,232.001,69.615
997.084,610.144,232.823,70.378
1004.336,612.990,230.377,69.528
1004.180,612.019,238.825,71.747
1012.948,617.785,235.133,70.798
1033.286,620.109,224.778,67.830
1033.086,618.294,232.102,69.255
1034.220,619.003,239.007,71.451
1039.760,616.981,244.887,73.140
1058.084,619.641,235.252,71.033
1067.980,619.651,234.207,70.214
1071.765,618.429,234.868,70.317
1086.212,620.159,232.121,69.608
1102.698,623.255,220.549,66.193
1115.880,620.741,216.198,64.793
1117.325,622.106,220.435,65.900
1141.414,623.532,207.080,62.293
1143.119,622.959,204.678,61.395
1147.047,618.569,215.946,64.393
1159.674,622.424,209.398,62.947
1173.803,621.059,204.206,61.237
1175.590,621.211,211.487,63.233
1193.483,621.276,205.579,61.618
1199.800,622.134,203.850,61.059
1211.270,620.219,201.618,60.194
1214.410,619.397,208.183,62.009
1228.392,621.140,200.563,60.213
1233.451,617.735,207.906,61.976
1238.452,619.081,212.113,63.326
1229.778,620.138,210.853,63.251
1207.304,619.668,210.129,62.619
1191.591,619.106,208.748,62.594
1172.948,619.198,207.670,62.342
1162.699,617.591,206.664,61.873
1174.016,619.369,206.036,61.634
1188.054,617.744,209.233,62.485
1200.624,618.859,209.735,62.793
1212.520,616.959,209.728,62.737
1224.246,617.123,209.080,62.620
1233.551,614.437,212.823,63.856
1242.933,614.421,217.555,65.123
1247.736,618.242,209.929,63.216
1239.891,615.166,209.761,63.207
1215.594,614.607,211.856,63.967
1197.309,614.659,209.614,63.388
1183.490,615.128,205.547,62.035
1171.298,612.410,200.733,60.539
1146.720,610.240,213.965,63.786
1133.710,610.410,217.470,65.414
1119.313,611.119,210.173,63.667
1097.603,609.799,210.771,63.488
1071.355,608.426,212.249,63.929
1083.324,607.336,216.017,65.014
1102.177,612.868,206.547,62.306
1120.533,608.719,206.917,61.914
1127.594,612.041,204.568,61.258
1146.803,611.973,198.050,59.419
1150.678,609.625,196.423,58.753
1129.534,606.347,212.996,63.366
1115.248,611.275,207.914,62.840
1094.213,610.683,211.783,63.567
1084.469,609.095,215.890,65.027
1058.781,609.343,217.852,65.849
1049.872,609.523,211.206,64.241
1026.700,608.786,213.999,64.634
1012.894,607.763,219.399,66.180
987.340,608.195,228.737,68.716
977.396,609.577,220.904,67.250
960.624,612.876,215.492,65.568
940.156,608.535,218.528,65.822
919.007,609.000,227.636,68.397
915.371,614.454,215.739,65.614
900.172,611.712,215.042,64.937
904.495,612.739,212.368,64.186
925.058,613.126,215.945,64.859
935.728,613.442,208.782,62.929
954.470,613.766,206.006,61.985
959.392,615.298,200.997,60.642
950.357,612.563,206.988,62.331
924.142,612.685,214.881,64.687
907.117,610.685,223.197,66.901
890.299,611.832,222.229,67.065
878.842,614.583,219.821,66.353
858.279,613.507,225.098,67.874
838.146,614.280,228.799,68.853
817.273,614.666,228.396,68.745
806.948,615.903,222.388,67.329
794.365,616.350,218.234,65.954
775.987,615.104,221.711,66.603
768.673,614.627,217.362,65.461
790.014,613.546,217.755,65.058
807.562,614.263,212.653,63.761
821.705,610.061,213.746,63.902
831.272,608.846,212.933,63.834
849.120,609.104,212.755,63.632
860.656,610.058,206.589,62.038
866.593,604.952,215.929,64.508
878.040,606.885,214.684,64.362
892.288,610.534,205.777,61.956
899.587,608.406,214.791,64.128
910.175,611.019,211.604,63.676
